Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW60,OUT018,2474.3430837354517
FDE21,OUT013,2086.0663501392755
NCM42,OUT035,2037.1497693369029
FDY59,OUT010,75.32933886463434
DRI49,OUT049,1617.2128093564306
FDT28,OUT019,707.4596969333198
FDQ22,OUT018,1012.7610017097212
FDR60,OUT049,1653.6874245658396
FDC50,OUT019,29.955341950922048
FDV24,OUT013,2309.930877910776
DRF48,OUT010,1324.6496460208539
FDQ47,OUT046,1152.5566629637626
DRN36,OUT049,1840.6274851919225
NCY06,OUT035,2226.4200361042285
FDE52,OUT035,1806.9475633896293
NCB54,OUT045,2061.1509916357286
NCF31,OUT035,2477.9086372720085
FDJ08,OUT027,3977.069239553722
NCC07,OUT017,1996.8005504971202
NCD19,OUT027,2397.0977234533343
FDL46,OUT049,2136.3289950628423
FDM20,OUT045,3274.5448969031368
NCI06,OUT010,1046.4784150702058
DRM11,OUT035,3531.566195342996
NCH07,OUT018,2229.5515500140964
FDS23,OUT013,2169.2689946312476
FDO49,OUT018,1125.142557718221
FDS35,OUT049,1543.0874760184931
DRK39,OUT045,1463.8618689409172
DRI39,OUT049,1454.148431683903
FDV04,OUT017,2501.1064486579553
NCN14,OUT035,2759.3979193773225
FDH08,OUT013,3308.056764145068
FDS20,OUT046,2640.1936034494092
FDV40,OUT049,1627.8760242823682
FDZ48,OUT010,274.7861191594973
FDS24,OUT027,2985.445490702409
FDK44,OUT049,2659.7713000826316
FDS48,OUT045,2321.9833996483358
FDK26,OUT010,1126.744139577142
FDD23,OUT045,2733.1086973664883
NCH54,OUT017,2545.110358169479
NCP14,OUT010,183.8811840828066
FDM60,OUT010,485.4171861017062
FDV24,OUT017,2312.6860912197926
FDH08,OUT018,3025.157889578277
FDS12,OUT027,3320.5039741666274
FDR39,OUT027,3869.931870422952
FDP12,OUT027,2422.7530114635388
DRF60,OUT027,4334.604015456687
FDC09,OUT035,2046.9379519455924
FDF50,OUT018,2454.909370057496
FDG28,OUT035,3401.6950579778236
NCE19,OUT017,1428.4062780458166
NCM53,OUT010,260.54027853969706
NCN18,OUT049,1991.7393157298602
FDF32,OUT035,2879.559467297998
FDF11,OUT013,3358.6220991082255
DRI59,OUT049,3113.202168316579
NCG54,OUT035,2606.8734134701635
FDM44,OUT046,1865.2584878066534
FDT57,OUT018,3083.0702887074167
FDV24,OUT046,2206.060245463492
FDI50,OUT019,1477.2943963795008
FDS09,OUT035,1479.7425128887603
NCC31,OUT027,3608.011375523704
FDQ07,OUT019,1422.2143902093644
FDC22,OUT017,2844.81326029535
FDZ56,OUT046,2574.3243851080197
FDZ40,OUT019,245.48286846663768
FDS46,OUT027,3309.518862082539
DRD24,OUT045,2212.7509272219786
FDV45,OUT017,2855.0646403695027
FDL26,OUT045,2337.865431141283
FDA56,OUT018,1912.0903542076308
FDN27,OUT046,1914.3881254696073
FDM20,OUT049,3414.306577791455
FDO16,OUT017,1757.6355515472437
FDL03,OUT035,2960.027398377054
FDE58,OUT046,1818.4288418216584
FDI02,OUT027,3175.7075769008557
NCC55,OUT019,675.217514584624
FDR03,OUT018,2713.1524989156205
FDB14,OUT017,1812.9175915674514
FDR45,OUT013,3335.0195273532518
NCN07,OUT017,2238.375383596256
FDM51,OUT019,187.1530746938306
FDT52,OUT027,4612.4989454800725
FDL26,OUT046,2323.6995269726976
NCZ42,OUT046,3197.535610582477
DRI47,OUT019,667.1389239319208
FDW40,OUT013,2333.9514600162984
FDN34,OUT046,2543.259907819397
FDS01,OUT035,2781.2855024920473
NCG55,OUT045,1864.305515473973
FDC11,OUT035,1765.2534671870476
FDX35,OUT018,2961.9909467295665
NCB06,OUT046,2395.9770429702844
FDR09,OUT019,1859.8014614388765
FDC53,OUT017,1934.0581986617187
FDY45,OUT013,3507.717139950821
FDA22,OUT010,801.2857426939726
FDE02,OUT035,1865.294085343025
FDW21,OUT045,1788.2085591853272
FDV34,OUT046,1595.3936595713694
FDS59,OUT049,2125.2042934361475
NCW17,OUT017,2206.313146674711
NCK54,OUT046,1586.2161363820087
FDG17,OUT019,1723.003341918229
FDG35,OUT017,2713.9395002137717
FDD08,OUT010,388.10781925228093
NCO07,OUT017,3061.6215159654357
FDJ10,OUT010,641.9561702532895
FDW36,OUT017,1963.5973041285004
FDW21,OUT010,530.2920209073379
FDY19,OUT017,2120.2430774763593
DRE03,OUT013,1327.1490519351985
NCC55,OUT049,1184.0035753972047
FDH52,OUT010,156.722763245868
FDO09,OUT017,3576.541347168593
FDU43,OUT045,3250.19053379231
FDX09,OUT010,1006.3705040067424
FDH40,OUT019,57.22478641009775
FDW58,OUT017,1954.4398198517881
FDC47,OUT017,3230.827179453458
NCR41,OUT035,1803.2479393755543
DRG49,OUT035,3418.1800875540075
FDC52,OUT027,3628.6465762040457
FDY13,OUT046,1566.6437115885446
FDY35,OUT013,1414.5639728465126
FDI35,OUT017,2744.049116452708
NCU18,OUT049,2386.8584798209304
FDY33,OUT018,2227.621722514351
FDC15,OUT027,3611.1025630376894
FDU01,OUT049,2893.2819825713414
NCU42,OUT046,2485.411143866195
NCV29,OUT018,2426.2390929072008
NCY30,OUT017,2769.9571763054546
FDQ46,OUT049,2030.5504069253093
FDG58,OUT027,3599.601254607866
FDK33,OUT017,3144.182585032031
NCD07,OUT045,1759.6232206404088
NCX29,OUT027,3505.4510290901603
NCT42,OUT013,2392.107615084741
DRN59,OUT035,1249.7630372762221
FDI44,OUT035,1696.3641806198918
FDA45,OUT049,2635.392007949664
FDP31,OUT045,1412.4793857214095
FDY01,OUT046,1913.645556894164
FDT09,OUT018,2037.0617942484255
DRH03,OUT027,2942.436408579374
FDA36,OUT018,2573.062614414086
NCF31,OUT017,2442.061973531062
FDG14,OUT049,2498.0229166377057
FDG28,OUT027,4528.525823696861
FDU14,OUT049,3486.3035623209294
FDY47,OUT019,508.5781181690437
FDI56,OUT049,1865.9701485300525
DRD01,OUT013,1435.7377259820496
FDM22,OUT046,1356.258129489052
FDH33,OUT013,1236.535275928408
DRZ24,OUT013,1912.593142608746
NCQ38,OUT046,1862.9811978325215
FDO16,OUT027,2923.8777807529996
FDU07,OUT027,3583.6006402166126
NCB07,OUT013,2850.464980574946
FDU48,OUT045,2174.743192690183
NCM43,OUT045,2498.064819777661
FDR31,OUT010,734.693036202501
DRK49,OUT018,949.7392204814396
NCI30,OUT010,1709.391830142991
DRD60,OUT017,2717.1028307609586
NCG19,OUT046,3109.339990046933
FDH12,OUT035,2023.0192327051461
FDM32,OUT035,1816.8136083030802
FDM27,OUT035,2481.4993025308218
NCU53,OUT027,3690.144274579983
NCQ18,OUT046,1733.5408285430121
FDS10,OUT013,2698.7414397404746
FDB33,OUT027,3723.2034803084657
FDI12,OUT013,1742.218539529638
NCW42,OUT013,3125.4353876251143
NCC06,OUT018,1959.8142125307004
FDW02,OUT017,2180.5208227750345
NCD43,OUT017,1936.1048747526163
FDM57,OUT018,1501.4462805283301
FDA58,OUT017,3214.50246778332
FDK56,OUT046,2560.6468116385468
FDP52,OUT045,3175.8885212237715
FDW20,OUT018,1875.6141627364445
FDS52,OUT049,2016.1934699067747
NCT29,OUT018,1826.7861310141793
NCL54,OUT013,2478.6699353720624
FDC05,OUT045,2844.421399046604
FDF34,OUT035,3018.490610136977
FDP03,OUT027,3338.594874382779
FDD32,OUT010,58.86319180436067
FDZ10,OUT045,2076.0451238291635
FDZ40,OUT035,1518.873504082263
FDD51,OUT018,941.067354973448
NCY30,OUT019,1007.2749941323435
FDP58,OUT017,3054.5124309017074
FDV49,OUT017,3637.447167910346
FDY24,OUT019,459.46806761028074
NCO55,OUT017,1967.636989298916
FDR13,OUT017,2162.1509131256344
FDS51,OUT017,1508.973140655876
FDP26,OUT045,1711.995081428383
NCB54,OUT027,3346.5366241179327
FDF32,OUT017,2814.037915682728
FDN31,OUT018,2564.8711815013967
DRM48,OUT017,1172.5516095973214
FDN20,OUT049,2652.6652333193206
DRL01,OUT046,3128.955701041289
FDV56,OUT049,2097.9879736740104
DRH13,OUT027,3112.003826442152
FDA03,OUT017,2388.1050598486963
FDF47,OUT027,4310.790986926771
FDX32,OUT046,2265.3219502694224
FDX57,OUT049,1922.7324061527584
NCA30,OUT045,2636.4553000638293
FDO49,OUT013,1386.6799655682375
FDL04,OUT019,191.1305182888094
DRM48,OUT035,1229.3008792359437
FDR16,OUT013,3030.4665442250493
NCC19,OUT018,2520.8176822972514
NCE42,OUT045,3164.329240670774
FDY24,OUT017,1382.009013087053
FDH19,OUT049,2766.347556999366
FDJ46,OUT013,2581.4542339623863
FDN45,OUT010,1441.4378924880289
FDY08,OUT035,2373.5014572690307
FDZ37,OUT035,1780.3077033489212
NCT30,OUT045,1243.4358397921385
DRY23,OUT018,998.7085593048208
NCZ30,OUT018,1840.8307951306142
FDC44,OUT018,1684.2154265992945
FDB45,OUT035,2040.0346526236603
FDY04,OUT013,2613.372743642077
FDM27,OUT046,2374.3906784884225
FDZ43,OUT017,3382.4838393624523
FDT39,OUT019,815.1314344168856
NCC06,OUT019,495.0815061653385
FDL15,OUT027,3661.7592799719027
FDL57,OUT017,3583.326929375871
FDU08,OUT046,1782.4147154607979
FDK40,OUT017,3473.4709794916657
FDQ12,OUT010,1594.7598991400744
FDS48,OUT017,2408.0005452274263
FDP09,OUT045,3014.1790998254537
FDW21,OUT049,1921.765966995481
FDY25,OUT035,2720.340038288902
DRE13,OUT017,1745.6327746264715
FDV43,OUT019,425.9185960934917
FDD22,OUT045,1909.25508906294
FDM46,OUT019,46.03978383366598
NCO30,OUT010,1065.302812688609
FDM25,OUT046,2593.6980526650646
NCN41,OUT049,2198.0480221149664
FDU24,OUT045,1625.8563063859804
FDZ50,OUT046,2689.548987624739
FDP45,OUT013,3531.2076473724956
NCM54,OUT045,2044.0217151327017
FDW10,OUT019,849.920996940523
FDP20,OUT017,2189.1524183965153
FDK32,OUT046,2336.9563619174573
FDN52,OUT049,1829.0802762295484
FDM58,OUT045,1931.8231422165375
FDZ46,OUT027,3144.439866944451
NCA18,OUT018,1794.0904748789496
FDD35,OUT046,1961.0360992083802
NCK31,OUT035,1445.861353099506
FDI40,OUT027,3079.4801536152863
FDT50,OUT019,113.1243421039319
NCT06,OUT046,2419.984509617875
FDT31,OUT035,2926.446809625101
FDT45,OUT049,1433.6417602236302
FDT13,OUT045,2693.083685604745
FDO50,OUT045,1607.6323571656649
NCU18,OUT010,632.5631835542924
NCR54,OUT049,2857.447262381661
NCO18,OUT018,2469.9046785574806
FDU09,OUT045,1387.5900826944062
FDT13,OUT018,2536.6598401183455
FDE09,OUT046,1941.8972744457328
NCK53,OUT019,149.45305209623564
FDG45,OUT049,3082.6724371359423
DRH15,OUT035,1262.5062622813848
FDO21,OUT019,1541.392292579649
FDD14,OUT027,3917.955727533328
FDC09,OUT046,1896.4474232511084
FDH45,OUT027,2500.144512609532
FDV32,OUT046,1434.2826254067345
FDG12,OUT035,2058.8889173820294
FDS32,OUT013,2365.4807906653105
NCL55,OUT018,3076.132288167337
DRE01,OUT035,3331.7627455755514
DRE15,OUT049,1630.2870671214537
NCL42,OUT045,3282.973710991316
FDP31,OUT013,1493.9248536602486
FDN33,OUT018,1547.5474039116095
FDZ59,OUT046,2512.7828908095535
FDE45,OUT010,1002.1094642020097
FDJ07,OUT013,2071.3949455842067
FDQ45,OUT018,2485.849708943788
FDM33,OUT027,4250.19362757399
FDO15,OUT010,67.26619348859003
FDM46,OUT013,1799.900211360442
FDR03,OUT045,2872.7764936052654
FDY49,OUT018,2402.623228322381
FDQ60,OUT045,2010.803632696476
FDW10,OUT049,2723.5853033788308
FDO51,OUT049,1379.7191550379157
FDJ40,OUT018,1749.572452143699
FDS20,OUT018,2470.032169489278
FDU45,OUT013,2110.864664637077
FDV02,OUT035,2652.7977883139315
FDN09,OUT046,3250.847328280274
NCM55,OUT027,3935.010539232727
FDN23,OUT018,2101.377342220008
FDY31,OUT010,713.2736650901003
FDW03,OUT010,363.30861624204044
FDD14,OUT046,2649.1272890197342
FDV23,OUT017,2116.356265408195
DRI03,OUT045,2491.484489096157
FDN13,OUT035,1915.7293321694253
FDF45,OUT027,2687.8740341116727
FDU46,OUT035,1889.0546747933456
FDB57,OUT049,3293.364855351006
FDV12,OUT049,1963.260742088154
FDQ58,OUT013,2300.1135138616396
NCA18,OUT017,2049.7684600109596
FDH52,OUT049,1569.8484259631473
FDM24,OUT018,2139.0196474275613
NCP43,OUT027,3901.479297327426
NCO18,OUT019,1007.1095579775564
FDM32,OUT017,1767.0850511512456
NCL07,OUT017,1214.74802936921
FDK03,OUT013,3521.261458400257
FDP59,OUT017,2007.8595957015243
FDQ24,OUT049,3487.872733882696
FDQ16,OUT018,1767.6553988207243
FDU44,OUT013,2573.9989648233386
FDH28,OUT010,466.6969538171079
FDV28,OUT019,648.0748772630159
FDM22,OUT045,1363.9390516896894
FDR56,OUT046,2820.633523910331
FDV39,OUT049,2904.789806738906
FDU37,OUT019,113.47281254973541
FDQ11,OUT010,2108.089629204862
FDX02,OUT045,3062.38952105339
NCS42,OUT018,1535.2689376217354
FDY57,OUT027,2994.386831014915
FDB21,OUT049,3337.584988516541
FDE28,OUT017,3196.8618456053064
FDQ55,OUT017,2083.1857743220507
FDA48,OUT049,3171.7640157976534
FDZ19,OUT045,2557.5727980324336
NCC43,OUT045,3289.7072319908484
NCV18,OUT046,1566.3649791816215
NCA42,OUT018,2131.841510697788
FDY45,OUT046,3343.9589077302307
NCC30,OUT045,2613.1487247035657
FDM57,OUT013,1785.6317850772523
FDL09,OUT010,908.7111505805302
FDB09,OUT027,3362.2981300696333
FDT44,OUT035,2107.4013470737314
NCT06,OUT027,3675.3590611950217
FDX26,OUT049,2801.855200195713
FDK32,OUT013,2455.2412118118536
DRA12,OUT046,2098.958311656044
FDO46,OUT010,1096.9241175102575
FDE52,OUT013,1724.0433239702945
NCH42,OUT045,3156.465245735212
FDV08,OUT035,1217.0970893926205
FDB47,OUT018,2786.0002204241264
FDC28,OUT010,140.6466866864988
FDD22,OUT046,1931.2438188825608
FDS07,OUT027,3115.6726583639047
DRI13,OUT045,2954.2571795652216
FDG32,OUT018,2871.4838250953944
FDU14,OUT017,3442.6106045317697
FDD28,OUT019,427.51878355363783
NCP41,OUT017,2034.2014277410426
FDS08,OUT049,2759.338112353402
FDX47,OUT045,2471.705832261934
FDC53,OUT019,264.05417035249616
FDQ19,OUT035,3429.885443408083
FDL14,OUT045,2447.027422348498
FDM33,OUT019,1328.9456727168408
FDA51,OUT045,1892.0465861160412
FDZ27,OUT018,1050.1920154641118
FDT04,OUT046,1089.1417925462574
DRC13,OUT049,2110.365220152278
FDR16,OUT027,4218.420504500982
FDQ03,OUT027,4450.310595042153
FDE38,OUT035,2669.7916387644423
DRH23,OUT027,2501.1486115607804
FDT11,OUT019,1180.317343927509
FDD09,OUT035,2760.166107972146
FDR40,OUT045,1650.9301078907088
FDX07,OUT017,2681.8557353206
FDR07,OUT035,1953.438622862386
FDA51,OUT017,2009.6606316599684
FDT59,OUT019,1540.247066997114
FDF20,OUT017,2940.4764265841764
FDR13,OUT045,2035.8021370741503
FDY26,OUT049,3158.552709446054
FDW04,OUT017,2164.131100043577
FDK52,OUT017,3167.813761709105
FDN60,OUT049,2541.1361331512207
FDM09,OUT019,958.6862225601707
FDP46,OUT049,1729.4004540533633
FDB50,OUT019,120.30656633316585
NCQ29,OUT049,3536.5891353245815
FDP16,OUT027,4592.1592193536235
FDX33,OUT018,2252.6228934871833
FDP07,OUT010,1445.5092441407426
FDN22,OUT046,3280.6119311795396
FDF39,OUT049,3662.0171255851355
FDS21,OUT017,1595.590405173268
NCM42,OUT013,1961.429030367477
FDK50,OUT019,779.2400281536364
DRF13,OUT027,3471.3632612515266
FDH35,OUT018,2268.452474305608
FDP60,OUT018,1471.9375683875583
DRJ49,OUT027,3251.2747036131336
NCT42,OUT019,672.9002872286568
FDE38,OUT049,2669.192436251363
FDI04,OUT049,3035.338981051801
NCH54,OUT045,2400.195728257849
FDT56,OUT049,1569.1452103388879
DRD15,OUT018,2985.6692406798215
FDV58,OUT013,2826.126071026615
FDP21,OUT049,2935.0712952783624
FDH05,OUT013,3302.400434780698
FDR10,OUT027,3738.863494731628
NCP06,OUT045,2306.2233219357645
FDF33,OUT049,1998.2002605122225
DRK37,OUT013,2740.656903557177
DRH49,OUT045,1583.5432041398765
FDT58,OUT013,2591.119613725136
FDD41,OUT018,1678.2006407854567
FDP40,OUT018,1800.3657378324965
FDM51,OUT027,3097.611967165095
FDO45,OUT010,108.68753444371646
FDW33,OUT010,227.61565297403843
FDY24,OUT045,1298.2940470854762
FDB10,OUT010,1528.1507715525995
FDM40,OUT035,2292.361293422727
NCI06,OUT017,2751.4173187518663
FDW12,OUT019,653.7753064055811
FDX48,OUT027,3713.0573705747765
NCW05,OUT027,3073.136784150444
FDX27,OUT017,1831.8788191712633
DRM37,OUT045,2739.4446192661126
FDA38,OUT045,3311.6883493460614
FDR36,OUT046,1187.7845596540164
FDZ45,OUT046,2819.2213417969483
FDG05,OUT017,2446.0248499854465
FDK28,OUT013,3541.5881985260116
FDV47,OUT045,1626.048674360949
FDN21,OUT045,2390.6697129612758
FDP20,OUT027,3336.219681337679
FDI35,OUT045,2636.5527733650338
DRY23,OUT013,1272.6290474385642
FDA56,OUT017,2177.1216031857984
FDB09,OUT013,2183.024089928026
NCO26,OUT027,3205.240895655296
FDQ49,OUT018,2272.7189673548482
FDI52,OUT027,3255.253186785673
FDZ44,OUT027,3284.3880185545418
FDZ09,OUT018,2296.948508146522
FDY03,OUT049,2151.819188409968
NCG42,OUT017,2161.8878340471983
DRI13,OUT027,4227.351431756484
FDQ32,OUT013,2222.404558037056
FDW16,OUT035,1939.9654927642998
FDU27,OUT046,1196.465609573175
FDR28,OUT010,910.7728257290433
FDQ49,OUT010,834.6289274464539
FDS37,OUT046,1989.1425470015622
FDW26,OUT018,2929.409774705361
FDX12,OUT018,3058.2932620111533
NCP06,OUT013,2418.448134331493
FDW45,OUT010,687.4458732534995
NCN30,OUT049,1898.1923817869483
FDN24,OUT049,1453.9121105621748
NCL41,OUT027,2355.9661077606434
FDR02,OUT019,352.3331579651691
FDD09,OUT010,988.6140280249141
FDS33,OUT010,328.29888800706135
FDU22,OUT045,1952.375755748164
FDI53,OUT013,2500.7206901605728
DRH01,OUT049,2675.876693274639
FDX32,OUT013,2326.7041829206673
NCP30,OUT018,983.1824945927937
FDB60,OUT045,2840.938767265405
FDB14,OUT049,1866.0615787435518
NCP02,OUT035,1522.4461871594895
FDJ10,OUT017,2351.376091828977
FDG34,OUT046,1934.161782908993
NCB18,OUT017,1798.9488133889135
FDM16,OUT049,1708.5116290879182
FDW25,OUT018,1491.0958544690025
FDB35,OUT010,176.24785859937867
DRN11,OUT013,2210.1150812915516
FDF41,OUT019,1685.7598046560345
FDH16,OUT045,1690.142248500774
NCQ50,OUT018,2705.3052867731567
DRH23,OUT018,1079.3986049364773
DRJ37,OUT013,2355.0384116227924
DRJ24,OUT027,3887.124567896275
FDY16,OUT035,2744.4586573484557
FDQ27,OUT045,1856.4023852283815
FDZ33,OUT045,2244.5834482749665
FDF29,OUT045,2190.854920920351
FDA08,OUT049,2610.5838476223344
FDG31,OUT046,1430.2719229778163
FDE34,OUT019,1312.0848562250717
NCR30,OUT027,2755.4835001770434
FDV33,OUT035,3615.7399378996743
DRZ24,OUT018,1762.6816278760957
NCL54,OUT035,2499.405746931823
FDR12,OUT049,2789.2595842280307
NCC54,OUT046,3256.2241177280566
DRN59,OUT013,1263.2293240974925
FDX50,OUT019,316.131309117652
FDV31,OUT027,3810.073697092914
NCA29,OUT027,3794.6214179973495
FDW60,OUT049,2776.6953145359103
FDX08,OUT017,2815.1339164187066
DRD49,OUT013,3174.180691365036
FDD33,OUT046,3038.0601199498697
FDW35,OUT013,1338.2817402034482
FDJ36,OUT017,1947.719325339947
FDV51,OUT035,2666.39130701655
FDW36,OUT046,1882.0840091033704
FDH35,OUT046,2443.8704472660575
NCS30,OUT027,3289.2666101275295
FDN49,OUT017,1282.1086223402779
FDL08,OUT018,3070.414108165114
FDI09,OUT013,3269.2667064998263
FDP19,OUT018,1787.1338417679585
FDU21,OUT010,437.2403216779003
NCP41,OUT045,1906.794199153548
FDY10,OUT013,2052.717119809059
FDP12,OUT018,998.3159584764021
NCN26,OUT049,2003.532112274353
FDK44,OUT013,2607.629090071619
FDC28,OUT049,1956.703113063883
FDJ41,OUT027,4800.177614374927
NCT29,OUT035,2177.3226142489684
NCH42,OUT019,1528.6288275770903
FDU60,OUT018,2336.039322251161
FDS02,OUT045,2659.3804894749633
FDC51,OUT046,2061.294337111527
FDU03,OUT013,2738.916281077737
FDX39,OUT045,3007.1505251313133
NCY05,OUT010,481.0545346109966
NCL06,OUT027,4689.749597236494
FDD32,OUT035,1770.6003676518012
NCN41,OUT045,2044.8676292731911
NCX53,OUT049,2341.0089661267134
FDU57,OUT019,735.6083185327569
FDQ23,OUT046,1869.9313277240506
FDQ52,OUT045,3325.6477521283155
FDC14,OUT045,1222.5723731848277
FDY09,OUT035,2764.5238788954075
FDQ28,OUT045,2416.0624601350514
FDV25,OUT046,3022.7287630858
FDJ07,OUT035,2101.5522404774783
DRB25,OUT049,1986.291001076282
FDK52,OUT019,1357.7183637487003
FDY52,OUT027,2654.7689232001567
FDB28,OUT046,2801.9644165456248
FDT36,OUT035,1175.4233651665593
FDV25,OUT017,3140.233686182933
NCN07,OUT027,3396.185084434378
FDC57,OUT017,2950.1929347760833
FDQ03,OUT018,3032.72486837035
FDU23,OUT017,2584.373853232127
NCX41,OUT035,3079.5103889201564
NCD06,OUT035,1360.5567207310755
FDW08,OUT045,1739.181679151595
NCU29,OUT017,2389.6109175897245
NCE06,OUT013,2509.590493032114
FDV52,OUT010,347.69482123121566
FDB02,OUT017,2727.2086111744593
NCR18,OUT045,1178.6617121577958
FDK16,OUT049,1844.191800580178
NCQ29,OUT010,1745.5087131079329
FDZ01,OUT019,338.4308119342611
FDW27,OUT035,2489.49742208925
FDD17,OUT018,3074.03951565446
FDW39,OUT013,2583.1995836386504
DRH59,OUT045,1420.3972838329983
FDS52,OUT013,1976.1647836871546
FDU40,OUT027,4100.345128023164
NCF54,OUT013,2673.3781454383297
FDH46,OUT045,1878.1222236381109
NCP14,OUT049,1937.248042639057
FDH50,OUT049,2807.3391547340543
DRF15,OUT010,698.7222230004427
FDV27,OUT027,3017.706905834386
NCJ06,OUT049,2181.812958546988
FDN02,OUT018,2737.304586557082
FDQ51,OUT049,1353.6592251999093
FDQ07,OUT017,3212.741110997174
FDS45,OUT049,2083.3980117571386
NCJ06,OUT045,2040.02124521348
FDD36,OUT035,2160.8090776239133
FDY25,OUT045,2583.942922021574
FDU52,OUT046,2332.1533305643516
DRK47,OUT017,3168.546818238914
NCL30,OUT017,2158.347955219224
FDN22,OUT035,3438.376355317373
